Product ID,Product Name,Category,Store ID,Location,Expiry Date,Stock Qty,Daily Sales,Storage Temp,Date,Weather,Price,day_to_expiry,sales_velocity,risk
P007,Eggs,Dairy,S003,Suburb,2025-07-18,45,4,4,2025-07-15,Snowy,8.58,3,0.08888888888888889,1
P009,Spinach,Produce,S003,Suburb,2025-07-19,63,0,5,2025-07-16,Rainy,11.17,3,0.0,1
P001,Milk,Dairy,S003,Suburb,2025-07-20,68,3,4,2025-07-17,Sunny,4.81,3,0.04411764705882353,1
P009,Spinach,Produce,S003,Suburb,2025-07-19,63,0,5,2025-07-16,Rainy,11.17,3,0.0,1
P004,Lettuce,Produce,S001,Downtown,2025-07-17,69,3,5,2025-07-13,Cloudy,3.51,4,0.043478260869565216,0
P003,Chicken Breast,Meat,S001,Downtown,2025-07-17,72,15,2,2025-07-14,Snowy,8.7,3,0.20833333333333334,1
P008,Ground Beef,Meat,S002,Uptown,2025-07-17,61,2,2,2025-07-14,Sunny,11.04,3,0.03278688524590164,1
P002,Yogurt,Dairy,S003,Suburb,2025-07-17,73,7,4,2025-07-08,Rainy,12.65,9,0.0958904109589041,0
P007,Eggs,Dairy,S003,Suburb,2025-07-18,45,4,4,2025-07-15,Snowy,8.58,3,0.08888888888888889,1
P005,Strawberries,Produce,S001,Downtown,2025-07-23,51,9,4,2025-07-13,Sunny,3.46,10,0.17647058823529413,0
P007,Eggs,Dairy,S001,Downtown,2025-07-11,55,6,4,2025-07-08,Sunny,2.59,3,0.10909090909090909,1
P004,Lettuce,Produce,S001,Downtown,2025-07-22,57,11,5,2025-07-18,Sunny,12.32,4,0.19298245614035087,0
P003,Chicken Breast,Meat,S001,Downtown,2025-07-11,79,12,2,2025-07-08,Sunny,10.56,3,0.1518987341772152,1
P002,Yogurt,Dairy,S001,Downtown,2025-07-16,80,9,4,2025-07-11,Sunny,7.3,5,0.1125,0
P008,Ground Beef,Meat,S001,Downtown,2025-07-19,32,13,2,2025-07-10,Sunny,12.15,9,0.40625,0
P001,Milk,Dairy,S002,Uptown,2025-07-22,52,8,4,2025-07-19,Sunny,10.37,3,0.15384615384615385,1
P007,Eggs,Dairy,S002,Uptown,2025-07-23,100,9,4,2025-07-20,Sunny,4.95,3,0.09,1
P003,Chicken Breast,Meat,S001,Downtown,2025-07-13,56,7,2,2025-07-09,Rainy,6.77,4,0.125,0
P009,Spinach,Produce,S003,Suburb,2025-07-19,63,0,5,2025-07-16,Rainy,11.17,3,0.0,1
P010,Shrimp,Seafood,S002,Uptown,2025-07-25,62,14,2,2025-07-18,Snowy,6.38,7,0.22580645161290322,0
P002,Yogurt,Dairy,S001,Downtown,2025-07-28,27,0,4,2025-07-20,Cloudy,8.99,8,0.0,0
P006,Salmon,Seafood,S001,Downtown,2025-07-29,23,1,2,2025-07-21,Cloudy,3.32,8,0.043478260869565216,0
P002,Yogurt,Dairy,S003,Suburb,2025-07-13,63,14,4,2025-07-10,Snowy,7.64,3,0.2222222222222222,1
P004,Lettuce,Produce,S003,Suburb,2025-07-20,83,9,5,2025-07-14,Sunny,14.46,6,0.10843373493975904,0
P003,Chicken Breast,Meat,S002,Uptown,2025-07-17,97,11,2,2025-07-14,Sunny,8.6,3,0.1134020618556701,1
P003,Chicken Breast,Meat,S001,Downtown,2025-07-18,47,11,2,2025-07-15,Cloudy,13.22,3,0.23404255319148937,1
P005,Strawberries,Produce,S002,Uptown,2025-07-22,96,12,4,2025-07-19,Sunny,8.84,3,0.125,1
P009,Spinach,Produce,S001,Downtown,2025-07-24,64,6,5,2025-07-16,Cloudy,9.48,8,0.09375,0
P002,Yogurt,Dairy,S001,Downtown,2025-07-15,84,14,4,2025-07-12,Cloudy,2.87,3,0.16666666666666666,1
P006,Salmon,Seafood,S001,Downtown,2025-07-12,45,11,2,2025-07-09,Cloudy,14.94,3,0.24444444444444444,1
P001,Milk,Dairy,S001,Downtown,2025-07-25,90,2,4,2025-07-19,Rainy,9.88,6,0.022222222222222223,0
P006,Salmon,Seafood,S003,Suburb,2025-07-24,58,0,2,2025-07-21,Cloudy,7.56,3,0.0,1
P007,Eggs,Dairy,S003,Suburb,2025-07-18,45,4,4,2025-07-15,Snowy,8.58,3,0.08888888888888889,1
P001,Milk,Dairy,S001,Downtown,2025-07-14,35,6,4,2025-07-11,Rainy,4.1,3,0.17142857142857143,1
P003,Chicken Breast,Meat,S003,Suburb,2025-07-19,100,12,2,2025-07-15,Sunny,7.5,4,0.12,0
P003,Chicken Breast,Meat,S003,Suburb,2025-07-17,82,10,2,2025-07-14,Snowy,2.18,3,0.12195121951219512,1
P003,Chicken Breast,Meat,S001,Downtown,2025-07-11,79,12,2,2025-07-08,Sunny,10.56,3,0.1518987341772152,1
P005,Strawberries,Produce,S002,Uptown,2025-07-19,78,11,4,2025-07-14,Cloudy,3.78,5,0.14102564102564102,0
P009,Spinach,Produce,S003,Suburb,2025-07-19,63,0,5,2025-07-16,Rainy,11.17,3,0.0,1
P010,Shrimp,Seafood,S003,Suburb,2025-07-23,99,1,2,2025-07-19,Rainy,9.81,4,0.010101010101010102,0
P009,Spinach,Produce,S003,Suburb,2025-07-22,70,4,5,2025-07-13,Snowy,14.41,9,0.05714285714285714,0
P006,Salmon,Seafood,S001,Downtown,2025-07-25,41,9,2,2025-07-17,Sunny,4.43,8,0.21951219512195122,0
P003,Chicken Breast,Meat,S001,Downtown,2025-07-18,47,11,2,2025-07-15,Cloudy,13.22,3,0.23404255319148937,1
P001,Milk,Dairy,S003,Suburb,2025-07-18,22,12,4,2025-07-10,Cloudy,4.24,8,0.5454545454545454,0
P003,Chicken Breast,Meat,S002,Uptown,2025-07-17,97,11,2,2025-07-14,Sunny,8.6,3,0.1134020618556701,1
P004,Lettuce,Produce,S002,Uptown,2025-07-28,84,4,5,2025-07-21,Rainy,5.93,7,0.047619047619047616,0
P003,Chicken Breast,Meat,S003,Suburb,2025-07-16,49,6,2,2025-07-11,Snowy,14.89,5,0.12244897959183673,0
P006,Salmon,Seafood,S001,Downtown,2025-07-17,64,15,2,2025-07-12,Rainy,11.26,5,0.234375,0
P003,Chicken Breast,Meat,S001,Downtown,2025-07-16,42,1,2,2025-07-13,Snowy,14.14,3,0.023809523809523808,1
P001,Milk,Dairy,S002,Uptown,2025-07-16,69,8,4,2025-07-11,Cloudy,12.52,5,0.11594202898550725,0
P002,Yogurt,Dairy,S003,Suburb,2025-07-28,96,1,4,2025-07-21,Sunny,9.47,7,0.010416666666666666,0
P008,Ground Beef,Meat,S001,Downtown,2025-07-17,27,6,2,2025-07-11,Cloudy,13.16,6,0.2222222222222222,0
P003,Chicken Breast,Meat,S001,Downtown,2025-07-18,47,11,2,2025-07-15,Cloudy,13.22,3,0.23404255319148937,1
P004,Lettuce,Produce,S001,Downtown,2025-07-19,61,0,5,2025-07-16,Sunny,3.79,3,0.0,1
P004,Lettuce,Produce,S001,Downtown,2025-07-19,61,0,5,2025-07-16,Sunny,3.79,3,0.0,1
P006,Salmon,Seafood,S002,Uptown,2025-07-19,61,2,2,2025-07-16,Rainy,8.31,3,0.03278688524590164,1
P001,Milk,Dairy,S003,Suburb,2025-07-20,68,3,4,2025-07-17,Sunny,4.81,3,0.04411764705882353,1
P005,Strawberries,Produce,S002,Uptown,2025-07-15,42,6,4,2025-07-08,Rainy,13.16,7,0.14285714285714285,0
P008,Ground Beef,Meat,S002,Uptown,2025-07-17,35,6,2,2025-07-09,Sunny,13.5,8,0.17142857142857143,0
P007,Eggs,Dairy,S002,Uptown,2025-07-18,93,4,4,2025-07-09,Snowy,9.33,9,0.043010752688172046,0
P005,Strawberries,Produce,S001,Downtown,2025-07-22,41,11,4,2025-07-14,Cloudy,3.86,8,0.2682926829268293,0
P007,Eggs,Dairy,S001,Downtown,2025-07-11,55,6,4,2025-07-08,Sunny,2.59,3,0.10909090909090909,1
P006,Salmon,Seafood,S002,Uptown,2025-07-23,88,7,2,2025-07-20,Cloudy,12.95,3,0.07954545454545454,1
P007,Eggs,Dairy,S001,Downtown,2025-07-11,55,6,4,2025-07-08,Sunny,2.59,3,0.10909090909090909,1
P007,Eggs,Dairy,S002,Uptown,2025-07-22,75,3,4,2025-07-14,Sunny,4.91,8,0.04,0
P005,Strawberries,Produce,S002,Uptown,2025-07-22,96,12,4,2025-07-19,Sunny,8.84,3,0.125,1
P001,Milk,Dairy,S003,Suburb,2025-07-17,56,4,4,2025-07-14,Rainy,7.43,3,0.07142857142857142,1
P006,Salmon,Seafood,S002,Uptown,2025-07-24,76,4,2,2025-07-14,Rainy,7.05,10,0.05263157894736842,0
P006,Salmon,Seafood,S003,Suburb,2025-07-24,58,0,2,2025-07-21,Cloudy,7.56,3,0.0,1
P010,Shrimp,Seafood,S001,Downtown,2025-07-15,21,0,2,2025-07-12,Cloudy,13.53,3,0.0,1
P005,Strawberries,Produce,S002,Uptown,2025-07-24,81,0,4,2025-07-17,Rainy,5.92,7,0.0,0
P007,Eggs,Dairy,S003,Suburb,2025-07-26,47,1,4,2025-07-19,Cloudy,10.61,7,0.02127659574468085,0
P003,Chicken Breast,Meat,S003,Suburb,2025-07-17,82,10,2,2025-07-14,Snowy,2.18,3,0.12195121951219512,1
P009,Spinach,Produce,S002,Uptown,2025-07-15,71,8,5,2025-07-08,Sunny,6.96,7,0.11267605633802817,0
P008,Ground Beef,Meat,S001,Downtown,2025-07-24,41,12,2,2025-07-21,Rainy,9.95,3,0.2926829268292683,1
P004,Lettuce,Produce,S002,Uptown,2025-07-21,92,7,5,2025-07-17,Sunny,14.92,4,0.07608695652173914,0
P005,Strawberries,Produce,S002,Uptown,2025-07-22,96,12,4,2025-07-19,Sunny,8.84,3,0.125,1
P009,Spinach,Produce,S003,Suburb,2025-07-25,68,1,5,2025-07-20,Sunny,13.9,5,0.014705882352941176,0
P005,Strawberries,Produce,S001,Downtown,2025-07-22,26,13,4,2025-07-19,Rainy,9.64,3,0.5,0
P008,Ground Beef,Meat,S002,Uptown,2025-07-24,67,5,2,2025-07-21,Rainy,11.47,3,0.07462686567164178,1
P009,Spinach,Produce,S003,Suburb,2025-07-29,97,5,5,2025-07-21,Rainy,4.7,8,0.05154639175257732,0
P009,Spinach,Produce,S001,Downtown,2025-07-24,31,0,5,2025-07-20,Cloudy,12.76,4,0.0,0
P010,Shrimp,Seafood,S001,Downtown,2025-07-26,44,2,2,2025-07-19,Cloudy,2.5,7,0.045454545454545456,0
P004,Lettuce,Produce,S003,Suburb,2025-07-12,93,0,5,2025-07-09,Snowy,14.78,3,0.0,1
P003,Chicken Breast,Meat,S002,Uptown,2025-07-14,48,2,2,2025-07-08,Snowy,14.57,6,0.041666666666666664,0
P007,Eggs,Dairy,S001,Downtown,2025-07-21,92,8,4,2025-07-17,Rainy,2.53,4,0.08695652173913043,0
P006,Salmon,Seafood,S003,Suburb,2025-07-16,49,3,2,2025-07-08,Snowy,3.36,8,0.061224489795918366,0
P007,Eggs,Dairy,S001,Downtown,2025-07-24,67,10,4,2025-07-16,Rainy,5.35,8,0.14925373134328357,0
P003,Chicken Breast,Meat,S002,Uptown,2025-07-15,78,8,2,2025-07-12,Cloudy,9.56,3,0.10256410256410256,1
P004,Lettuce,Produce,S003,Suburb,2025-07-12,93,0,5,2025-07-09,Snowy,14.78,3,0.0,1
P006,Salmon,Seafood,S002,Uptown,2025-07-19,61,2,2,2025-07-16,Rainy,8.31,3,0.03278688524590164,1
P001,Milk,Dairy,S001,Downtown,2025-07-14,35,6,4,2025-07-11,Rainy,4.1,3,0.17142857142857143,1
P010,Shrimp,Seafood,S003,Suburb,2025-07-24,46,0,2,2025-07-21,Cloudy,5.04,3,0.0,1
P006,Salmon,Seafood,S002,Uptown,2025-07-23,45,3,2,2025-07-15,Snowy,6.05,8,0.06666666666666667,0
P006,Salmon,Seafood,S001,Downtown,2025-07-16,74,11,2,2025-07-13,Cloudy,5.55,3,0.14864864864864866,1
P002,Yogurt,Dairy,S002,Uptown,2025-07-21,92,2,4,2025-07-11,Rainy,10.24,10,0.021739130434782608,0
P010,Shrimp,Seafood,S001,Downtown,2025-07-30,87,13,2,2025-07-21,Sunny,11.7,9,0.14942528735632185,0
P009,Spinach,Produce,S003,Suburb,2025-07-29,77,13,5,2025-07-19,Rainy,8.3,10,0.16883116883116883,0
P003,Chicken Breast,Meat,S003,Suburb,2025-07-12,34,5,2,2025-07-09,Sunny,12.89,3,0.14705882352941177,1
P003,Chicken Breast,Meat,S002,Uptown,2025-07-23,27,5,2,2025-07-18,Cloudy,4.26,5,0.18518518518518517,0
P006,Salmon,Seafood,S003,Suburb,2025-07-24,42,8,2,2025-07-14,Cloudy,7.47,10,0.19047619047619047,0
P003,Chicken Breast,Meat,S002,Uptown,2025-07-17,97,11,2,2025-07-14,Sunny,8.6,3,0.1134020618556701,1
P005,Strawberries,Produce,S001,Downtown,2025-07-26,87,8,4,2025-07-21,Snowy,8.98,5,0.09195402298850575,0
P009,Spinach,Produce,S002,Uptown,2025-07-23,50,7,5,2025-07-13,Cloudy,11.98,10,0.14,0
P003,Chicken Breast,Meat,S003,Suburb,2025-07-17,84,13,2,2025-07-10,Rainy,6.67,7,0.15476190476190477,0
P003,Chicken Breast,Meat,S001,Downtown,2025-07-16,42,1,2,2025-07-13,Snowy,14.14,3,0.023809523809523808,1
P006,Salmon,Seafood,S001,Downtown,2025-07-25,45,6,2,2025-07-18,Rainy,8.85,7,0.13333333333333333,0
P005,Strawberries,Produce,S002,Uptown,2025-07-18,46,11,4,2025-07-10,Cloudy,3.86,8,0.2391304347826087,0
P005,Strawberries,Produce,S001,Downtown,2025-07-11,70,7,4,2025-07-08,Sunny,8.72,3,0.1,1
P010,Shrimp,Seafood,S003,Suburb,2025-07-23,72,2,2,2025-07-14,Rainy,14.23,9,0.027777777777777776,0
P010,Shrimp,Seafood,S003,Suburb,2025-07-26,97,11,2,2025-07-17,Cloudy,12.14,9,0.1134020618556701,0
P003,Chicken Breast,Meat,S003,Suburb,2025-07-20,72,9,2,2025-07-16,Cloudy,10.58,4,0.125,0
P007,Eggs,Dairy,S001,Downtown,2025-07-19,89,11,4,2025-07-11,Rainy,6.86,8,0.12359550561797752,0
P010,Shrimp,Seafood,S003,Suburb,2025-07-23,68,12,2,2025-07-20,Snowy,6.54,3,0.17647058823529413,1
P009,Spinach,Produce,S001,Downtown,2025-07-20,34,1,5,2025-07-12,Rainy,3.77,8,0.029411764705882353,0
P009,Spinach,Produce,S002,Uptown,2025-07-18,97,6,5,2025-07-12,Sunny,13.69,6,0.061855670103092786,0
P003,Chicken Breast,Meat,S003,Suburb,2025-07-17,82,10,2,2025-07-14,Snowy,2.18,3,0.12195121951219512,1
P008,Ground Beef,Meat,S002,Uptown,2025-07-28,45,0,2,2025-07-18,Snowy,12.22,10,0.0,0
P005,Strawberries,Produce,S003,Suburb,2025-07-22,32,5,4,2025-07-16,Sunny,9.55,6,0.15625,0
P001,Milk,Dairy,S001,Downtown,2025-07-16,91,14,4,2025-07-08,Sunny,11.27,8,0.15384615384615385,0
P003,Chicken Breast,Meat,S003,Suburb,2025-07-12,34,5,2,2025-07-09,Sunny,12.89,3,0.14705882352941177,1
P003,Chicken Breast,Meat,S003,Suburb,2025-07-28,32,8,2,2025-07-20,Rainy,10.8,8,0.25,0
P007,Eggs,Dairy,S002,Uptown,2025-07-23,100,9,4,2025-07-20,Sunny,4.95,3,0.09,1
P006,Salmon,Seafood,S001,Downtown,2025-07-12,45,11,2,2025-07-09,Cloudy,14.94,3,0.24444444444444444,1
P007,Eggs,Dairy,S001,Downtown,2025-07-22,60,5,4,2025-07-18,Sunny,4.82,4,0.08333333333333333,0
P006,Salmon,Seafood,S003,Suburb,2025-07-24,58,0,2,2025-07-21,Cloudy,7.56,3,0.0,1
P008,Ground Beef,Meat,S001,Downtown,2025-07-22,48,4,2,2025-07-12,Rainy,10.66,10,0.08333333333333333,0
P004,Lettuce,Produce,S002,Uptown,2025-07-20,27,1,5,2025-07-16,Sunny,4.48,4,0.037037037037037035,0
P005,Strawberries,Produce,S001,Downtown,2025-07-11,70,7,4,2025-07-08,Sunny,8.72,3,0.1,1
P001,Milk,Dairy,S002,Uptown,2025-07-22,52,8,4,2025-07-19,Sunny,10.37,3,0.15384615384615385,1
P010,Shrimp,Seafood,S003,Suburb,2025-07-24,46,0,2,2025-07-21,Cloudy,5.04,3,0.0,1
P003,Chicken Breast,Meat,S001,Downtown,2025-07-22,30,2,2,2025-07-18,Snowy,2.5,4,0.06666666666666667,0
P009,Spinach,Produce,S002,Uptown,2025-07-24,74,8,5,2025-07-19,Rainy,2.01,5,0.10810810810810811,0
P009,Spinach,Produce,S003,Suburb,2025-07-19,63,0,5,2025-07-16,Rainy,11.17,3,0.0,1
P010,Shrimp,Seafood,S001,Downtown,2025-07-18,55,9,2,2025-07-13,Sunny,13.12,5,0.16363636363636364,0
P006,Salmon,Seafood,S003,Suburb,2025-07-24,58,0,2,2025-07-21,Cloudy,7.56,3,0.0,1
P001,Milk,Dairy,S003,Suburb,2025-07-20,68,3,4,2025-07-17,Sunny,4.81,3,0.04411764705882353,1
P003,Chicken Breast,Meat,S002,Uptown,2025-07-15,78,8,2,2025-07-12,Cloudy,9.56,3,0.10256410256410256,1
P006,Salmon,Seafood,S002,Uptown,2025-07-19,61,2,2,2025-07-16,Rainy,8.31,3,0.03278688524590164,1
P007,Eggs,Dairy,S003,Suburb,2025-07-24,42,1,4,2025-07-17,Sunny,13.0,7,0.023809523809523808,0
P001,Milk,Dairy,S003,Suburb,2025-07-20,68,3,4,2025-07-17,Sunny,4.81,3,0.04411764705882353,1
P006,Salmon,Seafood,S001,Downtown,2025-07-23,24,2,2,2025-07-19,Cloudy,8.78,4,0.08333333333333333,0
P009,Spinach,Produce,S001,Downtown,2025-07-26,47,12,5,2025-07-19,Sunny,5.47,7,0.2553191489361702,0
P007,Eggs,Dairy,S003,Suburb,2025-07-18,45,4,4,2025-07-15,Snowy,8.58,3,0.08888888888888889,1
P001,Milk,Dairy,S003,Suburb,2025-07-14,59,8,4,2025-07-09,Snowy,6.86,5,0.13559322033898305,0
P002,Yogurt,Dairy,S003,Suburb,2025-07-24,92,7,4,2025-07-20,Cloudy,2.75,4,0.07608695652173914,0
P003,Chicken Breast,Meat,S001,Downtown,2025-07-16,42,1,2,2025-07-13,Snowy,14.14,3,0.023809523809523808,1
P009,Spinach,Produce,S002,Uptown,2025-07-23,29,4,5,2025-07-17,Cloudy,14.19,6,0.13793103448275862,0
P008,Ground Beef,Meat,S001,Downtown,2025-07-20,54,14,2,2025-07-15,Sunny,14.64,5,0.25925925925925924,0
P001,Milk,Dairy,S003,Suburb,2025-07-24,69,13,4,2025-07-21,Snowy,5.98,3,0.18840579710144928,1
P010,Shrimp,Seafood,S003,Suburb,2025-07-24,46,0,2,2025-07-21,Cloudy,5.04,3,0.0,1
P007,Eggs,Dairy,S003,Suburb,2025-07-20,63,2,4,2025-07-11,Rainy,13.49,9,0.031746031746031744,0
P006,Salmon,Seafood,S001,Downtown,2025-07-18,24,3,2,2025-07-10,Rainy,9.02,8,0.125,0
P002,Yogurt,Dairy,S003,Suburb,2025-07-13,63,14,4,2025-07-10,Snowy,7.64,3,0.2222222222222222,1
P003,Chicken Breast,Meat,S001,Downtown,2025-07-17,72,15,2,2025-07-14,Snowy,8.7,3,0.20833333333333334,1
P009,Spinach,Produce,S002,Uptown,2025-07-20,70,1,5,2025-07-11,Rainy,14.03,9,0.014285714285714285,0
P006,Salmon,Seafood,S002,Uptown,2025-07-23,88,7,2,2025-07-20,Cloudy,12.95,3,0.07954545454545454,1
P010,Shrimp,Seafood,S003,Suburb,2025-07-23,68,12,2,2025-07-20,Snowy,6.54,3,0.17647058823529413,1
P010,Shrimp,Seafood,S003,Suburb,2025-07-24,46,0,2,2025-07-21,Cloudy,5.04,3,0.0,1
P008,Ground Beef,Meat,S002,Uptown,2025-07-24,67,5,2,2025-07-21,Rainy,11.47,3,0.07462686567164178,1
P009,Spinach,Produce,S002,Uptown,2025-07-18,92,10,5,2025-07-14,Sunny,3.45,4,0.10869565217391304,0
P003,Chicken Breast,Meat,S001,Downtown,2025-07-25,93,7,2,2025-07-19,Rainy,9.3,6,0.07526881720430108,0
P007,Eggs,Dairy,S001,Downtown,2025-07-11,55,6,4,2025-07-08,Sunny,2.59,3,0.10909090909090909,1
P003,Chicken Breast,Meat,S001,Downtown,2025-07-16,42,1,2,2025-07-13,Snowy,14.14,3,0.023809523809523808,1
P010,Shrimp,Seafood,S001,Downtown,2025-07-15,21,0,2,2025-07-12,Cloudy,13.53,3,0.0,1
P005,Strawberries,Produce,S002,Uptown,2025-07-22,29,5,4,2025-07-13,Cloudy,3.68,9,0.1724137931034483,0
P008,Ground Beef,Meat,S002,Uptown,2025-07-19,34,3,2,2025-07-12,Rainy,10.01,7,0.08823529411764706,0
P010,Shrimp,Seafood,S003,Suburb,2025-07-23,68,12,2,2025-07-20,Snowy,6.54,3,0.17647058823529413,1
P008,Ground Beef,Meat,S002,Uptown,2025-07-24,67,5,2,2025-07-21,Rainy,11.47,3,0.07462686567164178,1
P007,Eggs,Dairy,S003,Suburb,2025-07-22,59,14,4,2025-07-14,Rainy,11.09,8,0.23728813559322035,0
P002,Yogurt,Dairy,S001,Downtown,2025-07-15,84,14,4,2025-07-12,Cloudy,2.87,3,0.16666666666666666,1
P005,Strawberries,Produce,S002,Uptown,2025-07-22,96,12,4,2025-07-19,Sunny,8.84,3,0.125,1
P004,Lettuce,Produce,S003,Suburb,2025-07-12,93,0,5,2025-07-09,Snowy,14.78,3,0.0,1
P003,Chicken Breast,Meat,S001,Downtown,2025-07-16,42,1,2,2025-07-13,Snowy,14.14,3,0.023809523809523808,1
P001,Milk,Dairy,S002,Uptown,2025-07-22,52,8,4,2025-07-19,Sunny,10.37,3,0.15384615384615385,1
P002,Yogurt,Dairy,S003,Suburb,2025-07-28,99,0,4,2025-07-19,Rainy,14.77,9,0.0,0
P006,Salmon,Seafood,S003,Suburb,2025-07-25,21,3,2,2025-07-20,Sunny,2.43,5,0.14285714285714285,0
P005,Strawberries,Produce,S001,Downtown,2025-07-11,70,7,4,2025-07-08,Sunny,8.72,3,0.1,1
P008,Ground Beef,Meat,S001,Downtown,2025-07-19,77,14,2,2025-07-13,Snowy,6.35,6,0.18181818181818182,0
P010,Shrimp,Seafood,S001,Downtown,2025-07-15,21,0,2,2025-07-12,Cloudy,13.53,3,0.0,1
P007,Eggs,Dairy,S001,Downtown,2025-07-21,58,3,4,2025-07-13,Snowy,3.75,8,0.05172413793103448,0
P005,Strawberries,Produce,S001,Downtown,2025-07-11,70,7,4,2025-07-08,Sunny,8.72,3,0.1,1
P003,Chicken Breast,Meat,S001,Downtown,2025-07-11,79,12,2,2025-07-08,Sunny,10.56,3,0.1518987341772152,1
P001,Milk,Dairy,S003,Suburb,2025-07-25,86,7,4,2025-07-19,Snowy,13.11,6,0.08139534883720931,0
P003,Chicken Breast,Meat,S003,Suburb,2025-07-18,48,3,2,2025-07-08,Rainy,13.67,10,0.0625,0
P010,Shrimp,Seafood,S001,Downtown,2025-07-24,48,8,2,2025-07-14,Sunny,7.32,10,0.16666666666666666,0
P010,Shrimp,Seafood,S003,Suburb,2025-07-16,22,3,2,2025-07-13,Rainy,5.93,3,0.13636363636363635,1
P002,Yogurt,Dairy,S002,Uptown,2025-07-23,83,11,4,2025-07-19,Cloudy,12.16,4,0.13253012048192772,0
P007,Eggs,Dairy,S003,Suburb,2025-07-18,45,4,4,2025-07-15,Snowy,8.58,3,0.08888888888888889,1
P003,Chicken Breast,Meat,S001,Downtown,2025-07-18,47,11,2,2025-07-15,Cloudy,13.22,3,0.23404255319148937,1
P006,Salmon,Seafood,S002,Uptown,2025-07-17,99,6,2,2025-07-08,Snowy,4.08,9,0.06060606060606061,0
P010,Shrimp,Seafood,S003,Suburb,2025-07-16,22,3,2,2025-07-13,Rainy,5.93,3,0.13636363636363635,1
P006,Salmon,Seafood,S001,Downtown,2025-07-16,74,11,2,2025-07-13,Cloudy,5.55,3,0.14864864864864866,1
P004,Lettuce,Produce,S001,Downtown,2025-07-28,25,1,5,2025-07-19,Sunny,14.31,9,0.04,0
P007,Eggs,Dairy,S003,Suburb,2025-07-29,97,8,4,2025-07-20,Snowy,14.42,9,0.08247422680412371,0
P009,Spinach,Produce,S003,Suburb,2025-07-14,75,2,5,2025-07-08,Rainy,14.21,6,0.02666666666666667,0
P001,Milk,Dairy,S003,Suburb,2025-07-17,56,4,4,2025-07-14,Rainy,7.43,3,0.07142857142857142,1
P007,Eggs,Dairy,S001,Downtown,2025-07-21,60,12,4,2025-07-14,Rainy,7.44,7,0.2,0
P003,Chicken Breast,Meat,S002,Uptown,2025-07-18,22,3,2,2025-07-09,Cloudy,11.54,9,0.13636363636363635,0
P006,Salmon,Seafood,S003,Suburb,2025-07-24,58,0,2,2025-07-21,Cloudy,7.56,3,0.0,1
P003,Chicken Breast,Meat,S001,Downtown,2025-07-27,72,5,2,2025-07-17,Rainy,13.04,10,0.06944444444444445,0
P007,Eggs,Dairy,S003,Suburb,2025-07-26,95,5,4,2025-07-18,Rainy,4.24,8,0.05263157894736842,0
P003,Chicken Breast,Meat,S001,Downtown,2025-07-18,47,11,2,2025-07-15,Cloudy,13.22,3,0.23404255319148937,1
P004,Lettuce,Produce,S001,Downtown,2025-07-19,61,0,5,2025-07-16,Sunny,3.79,3,0.0,1
P008,Ground Beef,Meat,S002,Uptown,2025-07-24,67,5,2,2025-07-21,Rainy,11.47,3,0.07462686567164178,1
P001,Milk,Dairy,S001,Downtown,2025-07-23,25,3,4,2025-07-18,Snowy,6.09,5,0.12,0
P004,Lettuce,Produce,S001,Downtown,2025-07-19,61,0,5,2025-07-16,Sunny,3.79,3,0.0,1
P010,Shrimp,Seafood,S002,Uptown,2025-07-18,55,12,2,2025-07-13,Sunny,2.82,5,0.21818181818181817,0
P010,Shrimp,Seafood,S002,Uptown,2025-07-16,71,8,2,2025-07-12,Snowy,10.79,4,0.11267605633802817,0
P010,Shrimp,Seafood,S003,Suburb,2025-07-23,68,12,2,2025-07-20,Snowy,6.54,3,0.17647058823529413,1
P002,Yogurt,Dairy,S002,Uptown,2025-07-26,62,8,4,2025-07-20,Sunny,8.27,6,0.12903225806451613,0
P005,Strawberries,Produce,S001,Downtown,2025-07-11,70,7,4,2025-07-08,Sunny,8.72,3,0.1,1
P006,Salmon,Seafood,S002,Uptown,2025-07-22,39,12,2,2025-07-18,Snowy,4.62,4,0.3076923076923077,0
P005,Strawberries,Produce,S001,Downtown,2025-07-22,93,5,4,2025-07-12,Rainy,13.59,10,0.053763440860215055,0
P003,Chicken Breast,Meat,S001,Downtown,2025-07-18,47,11,2,2025-07-15,Cloudy,13.22,3,0.23404255319148937,1
P001,Milk,Dairy,S002,Uptown,2025-07-24,32,10,4,2025-07-14,Snowy,11.81,10,0.3125,0
P003,Chicken Breast,Meat,S001,Downtown,2025-07-27,89,12,2,2025-07-21,Rainy,9.12,6,0.1348314606741573,0
P003,Chicken Breast,Meat,S003,Suburb,2025-07-17,82,10,2,2025-07-14,Snowy,2.18,3,0.12195121951219512,1
P004,Lettuce,Produce,S001,Downtown,2025-07-14,33,15,5,2025-07-10,Snowy,5.0,4,0.45454545454545453,0
P004,Lettuce,Produce,S003,Suburb,2025-07-14,86,3,5,2025-07-11,Rainy,7.77,3,0.03488372093023256,1
P008,Ground Beef,Meat,S001,Downtown,2025-07-22,32,6,2,2025-07-16,Snowy,12.82,6,0.1875,0
P009,Spinach,Produce,S001,Downtown,2025-07-24,39,7,5,2025-07-18,Sunny,2.46,6,0.1794871794871795,0
P001,Milk,Dairy,S003,Suburb,2025-07-12,86,4,4,2025-07-08,Sunny,14.5,4,0.046511627906976744,0
